character_name,book_id,book_name,cluster_label,prototype_name,avg_sentence_len,question_ratio,exclamation_ratio,slang_ratio,emotion_level,pca_x,pca_y
文提出疑,9c52436c028d9685,崩坏，我在前文明,7,温柔型,26.84,0.0058,0.0044,0.0022,0.0007,-1.7824090328637077,-0.0016309511231505924
比乌斯反,9c52436c028d9685,崩坏，我在前文明,2,睿智型,20.07,0.0037,0.0064,0.005,0.0009,-8.552409005502252,-0.0006820495553959485
中男人则,9c52436c028d9685,崩坏，我在前文明,2,睿智型,20.68,0.0067,0.0073,0.0011,0.0022,-7.942409485698128,0.00039212174075693544
对着众人,9c52436c028d9685,崩坏，我在前文明,2,睿智型,20.63,0.0066,0.0088,0.0017,0.0006,-7.992409657514273,0.0018464941585295894
看了看,9c52436c028d9685,崩坏，我在前文明,2,睿智型,16.98,0.0094,0.0094,0.004,0.0,-11.642409956643842,0.0020066340767890996
的崩坏兽,9c52436c028d9685,崩坏，我在前文明,2,睿智型,18.4,0.0,0.0102,0.0051,0.0,-10.222409138114028,0.0027145009750736467
能探测仪,9c52436c028d9685,崩坏，我在前文明,7,温柔型,24.17,0.0019,0.0086,0.001,0.0019,-4.452409236939083,0.0020442834872578617
千劫大,9c52436c028d9685,崩坏，我在前文明,2,睿智型,20.71,0.0042,0.0062,0.0016,0.0005,-7.912409030112023,-0.0008245193923480786
脸可惜的,9c52436c028d9685,崩坏，我在前文明,7,温柔型,23.21,0.0054,0.0054,0.0038,0.0008,-5.412409081369113,-0.0011685908888684482
对着千劫,9c52436c028d9685,崩坏，我在前文明,2,睿智型,18.38,0.0154,0.0041,0.0024,0.0,-10.242409813899862,-0.002894204383828921
头对着昀,9c52436c028d9685,崩坏，我在前文明,2,睿智型,19.08,0.008,0.008,0.0,0.0,-9.54240964465679,0.0008229447522753262
当和事佬,9c52436c028d9685,崩坏，我在前文明,2,睿智型,18.53,0.0061,0.0061,0.0023,0.0,-10.09240916177615,-0.001191754175862935
脸病态的,9c52436c028d9685,崩坏，我在前文明,2,睿智型,16.56,0.0106,0.0039,0.0039,0.0,-12.062409264727382,-0.003511621756030695
克莱因,9c52436c028d9685,崩坏，我在前文明,2,睿智型,20.95,0.0094,0.0055,0.0008,0.0,-7.672409450296328,-0.0013341895211622969
开玩笑的,9c52436c028d9685,崩坏，我在前文明,2,睿智型,19.63,0.0066,0.0066,0.003,0.0018,-8.99240934536127,-0.0004535456041700435
孔子,9c52436c028d9685,崩坏，我在前文明,7,温柔型,27.93,0.0071,0.0047,0.0024,0.0012,-0.6924092386437515,-0.001107072670049879
莫修,9c52436c028d9685,崩坏，我在前文明,2,睿智型,21.58,0.0047,0.0033,0.0028,0.0024,-7.042408712819746,-0.003508242240471281
里对自己,9c52436c028d9685,崩坏，我在前文明,2,睿智型,19.66,0.0146,0.0108,0.0008,0.0,-8.962410737686596,0.003943176301904048
举起手提,9c52436c028d9685,崩坏，我在前文明,2,睿智型,14.27,0.0179,0.006,0.0119,0.0,-14.352410275787745,-0.0014023445322308998
下时间后,9c52436c028d9685,崩坏，我在前文明,2,睿智型,20.18,0.005,0.0132,0.0017,0.0008,-8.442410137701188,0.0061248994059077445
些庆幸的,9c52436c028d9685,崩坏，我在前文明,0,冰山型,29.44,0.0,0.0144,0.0036,0.0,0.8175900650828325,0.008554167017977572
着凯文愤,9c52436c028d9685,崩坏，我在前文明,2,睿智型,21.23,0.0054,0.0101,0.0027,0.002,-7.392409767662407,0.0032443501745593444
嗅一番后,9c52436c028d9685,崩坏，我在前文明,2,睿智型,17.51,0.0065,0.0043,0.0027,0.0043,-11.112409021136514,-0.0030137620081129527
的机器人,9c52436c028d9685,崩坏，我在前文明,2,睿智型,18.81,0.0063,0.0,0.0063,0.0,-9.8124082889289,-0.00718266073585788
其不争的,9c52436c028d9685,崩坏，我在前文明,2,睿智型,19.16,0.0068,0.0079,0.0023,0.0006,-9.462409521561135,0.0007407227476345576
在其耳边,9c52436c028d9685,崩坏，我在前文明,2,睿智型,18.87,0.0078,0.0073,0.0036,0.0031,-9.752409587937901,0.00021369468302963844
娜猜测的,9c52436c028d9685,崩坏，我在前文明,2,睿智型,18.78,0.0069,0.0101,0.0016,0.0005,-9.842409846652568,0.00287262006008601
到了什么,9c52436c028d9685,崩坏，我在前文明,7,温柔型,23.11,0.0035,0.0094,0.0023,0.0006,-5.512409469479124,0.0027222057995759837
对着灰蛇,9c52436c028d9685,崩坏，我在前文明,2,睿智型,20.32,0.0043,0.0043,0.0014,0.0024,-8.30240879915285,-0.0027316805283379795
灰蛇俯身,9c52436c028d9685,崩坏，我在前文明,7,温柔型,22.56,0.0021,0.0059,0.0021,0.0005,-6.062408801723262,-0.0009101508291528716
不耐烦的,9c52436c028d9685,崩坏，我在前文明,7,温柔型,22.81,0.0059,0.0034,0.001,0.0,-5.812408815212798,-0.0032682426545239908
奥托继续,9c52436c028d9685,崩坏，我在前文明,7,温柔型,24.96,0.0048,0.0058,0.0032,0.0011,-3.662409114627753,-0.0005259992812088488
着维尔薇,9c52436c028d9685,崩坏，我在前文明,7,温柔型,23.43,0.0041,0.0051,0.001,0.0041,-5.192408986347566,-0.0014320563389552485
随后又,9c52436c028d9685,崩坏，我在前文明,2,睿智型,16.09,0.0,0.0,0.0106,0.0,-12.532407600020669,-0.0077492739442273795
奥托,9c52436c028d9685,崩坏，我在前文明,2,睿智型,19.47,0.0126,0.0059,0.0007,0.0,-9.152409811317145,-0.0010500204442042502
对着司机,9c52436c028d9685,崩坏，我在前文明,0,冰山型,30.0,0.004,0.0,0.0,0.0,1.3775917603527574,-0.005659253186780816
常自信的,9c52436c028d9685,崩坏，我在前文明,0,冰山型,28.91,0.0152,0.0091,0.003,0.003,0.28758923215569965,0.003766674608273157
乖巧巧的,9c52436c028d9685,崩坏，我在前文明,2,睿智型,18.31,0.0146,0.0015,0.0,0.0,-10.312409350779493,-0.0055617653640482574
抚着莫修,9c52436c028d9685,崩坏，我在前文明,7,温柔型,23.05,0.0087,0.0048,0.0026,0.0022,-5.572409360253808,-0.0016597651880200896
而是,9c52436c028d9685,崩坏，我在前文明,7,温柔型,22.59,0.0079,0.0044,0.002,0.003,-6.032409231349877,-0.002143410608664017
也乖巧的,9c52436c028d9685,崩坏，我在前文明,2,睿智型,17.25,0.0137,0.0042,0.0032,0.0011,-11.372409661938857,-0.0029833827427274114
生的芽衣,9c52436c028d9685,崩坏，我在前文明,7,温柔型,22.47,0.0063,0.0063,0.0053,0.0024,-6.152409329503627,-0.0002888797117592233
上的物品,9c52436c028d9685,崩坏，我在前文明,0,冰山型,28.71,0.0024,0.0072,0.0,0.0,0.08759088735290632,0.0012845637380030812
上的老者,9c52436c028d9685,崩坏，我在前文明,7,温柔型,23.49,0.0059,0.005,0.0027,0.0014,-5.13240909267757,-0.0015083104271764684
阿波尼亚,9c52436c028d9685,崩坏，我在前文明,7,温柔型,23.85,0.0038,0.0038,0.0004,0.0008,-4.772408695579507,-0.002770873227761415
随后老者,9c52436c028d9685,崩坏，我在前文明,2,睿智型,15.73,0.0031,0.0104,0.0,0.0,-12.892409442985166,0.0025486544360504484
番后认真,9c52436c028d9685,崩坏，我在前文明,2,睿智型,19.26,0.0061,0.0066,0.0043,0.0014,-9.362409278387915,-0.0005191343133005202
弯腰鞠躬,9c52436c028d9685,崩坏，我在前文明,2,睿智型,18.51,0.0085,0.0145,0.0017,0.0017,-10.112410679160956,0.00731430749929959
书恨恨的,9c52436c028d9685,崩坏，我在前文明,2,睿智型,19.36,0.0085,0.0076,0.0047,0.0028,-9.262409703762703,0.0006181965409737984
腰得意的,9c52436c028d9685,崩坏，我在前文明,7,温柔型,23.5,0.0141,0.004,0.001,0.002,-5.122409796950301,-0.002233919071944727
人问起就,9c52436c028d9685,崩坏，我在前文明,7,温柔型,25.64,0.0093,0.0093,0.0,0.004,-2.982410167324673,0.003257920443014645
梅比乌斯,9c52436c028d9685,崩坏，我在前文明,2,睿智型,17.62,0.0109,0.0154,0.0038,0.0026,-11.002411061253643,0.008212542199541463
对克莱因,9c52436c028d9685,崩坏，我在前文明,2,睿智型,12.67,0.0095,0.0095,0.0,0.0,-15.9524099137006,0.0014063238623027406
着克莱因,9c52436c028d9685,崩坏，我在前文明,2,睿智型,18.09,0.0058,0.0068,0.0042,0.0,-10.532409225771087,-0.0005433746501831843
玄和丹朱,9c52436c028d9685,崩坏，我在前文明,2,睿智型,15.82,0.0087,0.0116,0.0,0.0044,-12.802410293576184,0.004065271039041481
王宽又,9c52436c028d9685,崩坏，我在前文明,2,睿智型,18.73,0.0,0.0184,0.0,0.0,-9.89241035018583,0.010887224005583389
断续续的,9c52436c028d9685,崩坏，我在前文明,2,睿智型,21.74,0.0031,0.0054,0.0015,0.0015,-6.88240884045652,-0.0014814850220619177
的冷藏库,9c52436c028d9685,崩坏，我在前文明,2,睿智型,21.54,0.0043,0.0022,0.0027,0.0005,-7.082408465912806,-0.004677149735470499
幽兰戴尔,9c52436c028d9685,崩坏，我在前文明,7,温柔型,24.83,0.0039,0.0039,0.0018,0.0004,-3.7924087263411614,-0.002511282479147667
莫渊,9c52436c028d9685,崩坏，我在前文明,2,睿智型,19.27,0.0052,0.0078,0.0031,0.0026,-9.352409391430555,0.0006652776086005629
了眼灰蛇,9c52436c028d9685,崩坏，我在前文明,2,睿智型,18.74,0.0036,0.003,0.0012,0.0006,-9.882408469648496,-0.004341507883480155
起双腮的,9c52436c028d9685,崩坏，我在前文明,2,睿智型,15.61,0.0066,0.0099,0.0099,0.0,-13.012409719067486,0.002283817117118026
就坐过来,9c52436c028d9685,崩坏，我在前文明,2,睿智型,19.28,0.0054,0.0027,0.0036,0.0031,-9.342408674521021,-0.00440163955487202
恭敬敬的,9c52436c028d9685,崩坏，我在前文明,7,温柔型,25.67,0.0,0.0,0.0035,0.0,-2.952407759537877,-0.006400990407039989
经为她作,9c52436c028d9685,崩坏，我在前文明,0,冰山型,29.85,0.0016,0.0053,0.0021,0.0016,1.22759119343673,-0.00039934901338484555
旁的帕朵,9c52436c028d9685,崩坏，我在前文明,2,睿智型,21.95,0.0053,0.0035,0.0018,0.0018,-6.672408796016978,-0.0032611956045217475
着格蕾修,9c52436c028d9685,崩坏，我在前文明,2,睿智型,21.78,0.0067,0.0118,0.0039,0.0004,-6.842410121007909,0.005044745711691199
修和千劫,9c52436c028d9685,崩坏，我在前文明,2,睿智型,21.93,0.0038,0.012,0.0019,0.0025,-6.692409906873721,0.0051955600386569215
了敲桌子,9c52436c028d9685,崩坏，我在前文明,2,睿智型,19.13,0.0065,0.006,0.002,0.0015,-9.492409232548148,-0.0011529422077468394
来的瓜子,9c52436c028d9685,崩坏，我在前文明,7,温柔型,26.19,0.0043,0.0013,0.0026,0.0,-2.4324083977826625,-0.004889573515527572
作伤心的,9c52436c028d9685,崩坏，我在前文明,2,睿智型,16.86,0.0066,0.009,0.0041,0.0,-11.76240961041659,0.0014949148594452961
对着符华,9c52436c028d9685,崩坏，我在前文明,2,睿智型,14.2,0.0,0.0087,0.0043,0.0,-14.422408850096652,0.0005721306609502534
芽衣,9c52436c028d9685,崩坏，我在前文明,2,睿智型,19.25,0.0086,0.0005,0.0021,0.0021,-9.372408654963575,-0.006540969100347804
很和善的,9c52436c028d9685,崩坏，我在前文明,7,温柔型,28.04,0.0062,0.0025,0.0037,0.0025,-0.5824088550731119,-0.0032678754828567155
莫修咬牙,9c52436c028d9685,崩坏，我在前文明,2,睿智型,19.45,0.0095,0.0051,0.0006,0.0006,-9.172409391410664,-0.0019437049950811452
国的代表,9c52436c028d9685,崩坏，我在前文明,7,温柔型,23.87,0.0,0.0053,0.0026,0.0039,-4.7524085993003595,-0.0012891789483661133
马尔斯,9c52436c028d9685,崩坏，我在前文明,2,睿智型,21.41,0.004,0.0058,0.0044,0.0,-7.212408949242125,-0.0011005492248843864
只是嘴里,9c52436c028d9685,崩坏，我在前文明,2,睿智型,19.14,0.0085,0.0047,0.0014,0.0,-9.482409211342933,-0.002428782562935399
轻声,9c52436c028d9685,崩坏，我在前文明,2,睿智型,20.27,0.0063,0.0,0.0,0.0031,-8.35240838793268,-0.006967595267222364
小识和华,9c52436c028d9685,崩坏，我在前文明,7,温柔型,23.02,0.0013,0.0032,0.0006,0.0006,-5.602408334354379,-0.003583004070049055
了缓后才,9c52436c028d9685,崩坏，我在前文明,2,睿智型,16.9,0.0104,0.0078,0.0052,0.0,-11.7224098217388,0.0004464314819928421
己的小手,9c52436c028d9685,崩坏，我在前文明,7,温柔型,22.29,0.003,0.0056,0.0009,0.0009,-6.332408854984589,-0.00122575661754833
子的小孩,9c52436c028d9685,崩坏，我在前文明,7,温柔型,24.21,0.0027,0.0034,0.0007,0.0014,-4.412408544279604,-0.003134155763924267
出一声惊,9c52436c028d9685,崩坏，我在前文明,2,睿智型,14.24,0.0078,0.0045,0.0,0.0,-14.3824090317739,-0.003409910635048489
莱因等人,9c52436c028d9685,崩坏，我在前文明,2,睿智型,17.16,0.0044,0.0044,0.0025,0.0,-11.46240871648262,-0.0031517665697504606
脸歉意的,9c52436c028d9685,崩坏，我在前文明,2,睿智型,17.91,0.002,0.0029,0.001,0.001,-10.712408287721544,-0.004613401109055349
法尔,9c52436c028d9685,崩坏，我在前文明,2,睿智型,18.91,0.0052,0.0026,0.001,0.0016,-9.712408600104169,-0.004637881114254519
随后追,9c52436c028d9685,崩坏，我在前文明,2,睿智型,16.38,0.0139,0.0033,0.0011,0.0022,-12.242409562701816,-0.004006755009338618
尔薇为追,9c52436c028d9685,崩坏，我在前文明,2,睿智型,16.59,0.0042,0.0094,0.0036,0.0005,-12.03240943190761,0.001778212508627034
苍玄,9c52436c028d9685,崩坏，我在前文明,2,睿智型,19.8,0.0028,0.005,0.0011,0.0,-8.822408685087279,-0.0022278142386501377
的维尔薇,9c52436c028d9685,崩坏，我在前文明,2,睿智型,18.15,0.0043,0.0118,0.0021,0.0005,-10.472409820633342,0.00439412466157197
了灵魂一,9c52436c028d9685,崩坏，我在前文明,2,睿智型,18.25,0.0018,0.0144,0.0027,0.0009,-10.372409958019816,0.006939834651542666
看着众仙,9c52436c028d9685,崩坏，我在前文明,2,睿智型,20.46,0.0052,0.0056,0.0056,0.0004,-8.162409035411809,-0.001376166884807432
后咬咬牙,9c52436c028d9685,崩坏，我在前文明,0,冰山型,30.96,0.0016,0.0039,0.0016,0.0004,2.3375914084833624,-0.0016683231531808406
头对着荧,9c52436c028d9685,崩坏，我在前文明,7,温柔型,23.52,0.0042,0.0068,0.0025,0.0008,-5.10240917030896,0.00021831996425759545
钟离突然,9c52436c028d9685,崩坏，我在前文明,2,睿智型,17.88,0.0053,0.008,0.002,0.0007,-10.742409364987445,0.0005951175208814725
小心的询,9c52436c028d9685,崩坏，我在前文明,2,睿智型,21.83,0.0041,0.0057,0.0005,0.0,-6.7924089537177,-0.0011863331335284152
小识,9c52436c028d9685,崩坏，我在前文明,7,温柔型,24.28,0.0043,0.0071,0.0028,0.0,-4.34240921819503,0.0006193948484831298
自己的审,9c52436c028d9685,崩坏，我在前文明,2,睿智型,21.9,0.0028,0.0032,0.0019,0.0019,-6.722408498514707,-0.0036496649805352046
圈后继续,9c52436c028d9685,崩坏，我在前文明,2,睿智型,20.45,0.0096,0.0038,0.0008,0.0017,-8.172409252366283,-0.003057187246242721
对琪亚娜,9c52436c028d9685,崩坏，我在前文明,7,温柔型,23.33,0.005,0.002,0.0025,0.0005,-5.292408537110582,-0.004585985199078034
着莫修提,9c52436c028d9685,崩坏，我在前文明,2,睿智型,19.82,0.0031,0.0006,0.0024,0.0,-8.802408069285182,-0.006592627857420112
珀才开始,9c52436c028d9685,崩坏，我在前文明,2,睿智型,21.12,0.0062,0.0087,0.0008,0.0008,-7.502409615135022,0.0017998492451336522
子二话不,9c52436c028d9685,崩坏，我在前文明,7,温柔型,23.83,0.0025,0.0093,0.0022,0.0018,-4.792409392391569,0.002726374517144836
自顾自地,9c52436c028d9685,崩坏，我在前文明,7,温柔型,22.38,0.0,0.0065,0.0032,0.0,-6.242408660579919,-0.00040748295933640787
她的对面,9c52436c028d9685,崩坏，我在前文明,2,睿智型,19.44,0.0061,0.0056,0.0025,0.0015,-9.18240913779723,-0.0015126950040924864
小声的询,9c52436c028d9685,崩坏，我在前文明,2,睿智型,15.84,0.0059,0.007,0.0016,0.0059,-12.782409366918996,-0.0005622057793899134
娱乐问,9c52436c028d9685,崩坏，我在前文明,7,温柔型,23.46,0.0035,0.0046,0.0017,0.0029,-5.162408824058044,-0.0019689826282773912
凯文,9c52436c028d9685,崩坏，我在前文明,7,温柔型,24.48,0.0018,0.0037,0.0031,0.0012,-4.14240849499463,-0.0027972067410224283
分宠溺的,9c52436c028d9685,崩坏，我在前文明,7,温柔型,24.71,0.0072,0.0042,0.003,0.0024,-3.912409150599668,-0.002049486045196631
运的回旋,9c52436c028d9685,崩坏，我在前文明,2,睿智型,19.5,0.0073,0.0,0.0,0.0018,-9.122408447263783,-0.007083128390228826
的回旋,9c52436c028d9685,崩坏，我在前文明,7,温柔型,28.22,0.0027,0.0,0.0,0.0009,-0.40240809903469454,-0.005948631376102912
芽衣轻声,9c52436c028d9685,崩坏，我在前文明,2,睿智型,20.61,0.0042,0.0083,0.0024,0.0036,-8.012409408200678,0.0013490484533416319
动作收起,9c52436c028d9685,崩坏，我在前文明,7,温柔型,22.93,0.008,0.004,0.0023,0.0011,-5.692409144151139,-0.0025333145946408123
本正经的,9c52436c028d9685,崩坏，我在前文明,7,温柔型,24.83,0.0065,0.0,0.0,0.0,-3.792408410568875,-0.006353391326939106
凯文继续,9c52436c028d9685,崩坏，我在前文明,7,温柔型,24.44,0.0043,0.0021,0.0016,0.0005,-4.182408498943676,-0.004354753457138934
则表示赞,9c52436c028d9685,崩坏，我在前文明,2,睿智型,15.81,0.0162,0.0052,0.0006,0.0006,-12.812410030111845,-0.002164246781835487
莎有些感,9c52436c028d9685,崩坏，我在前文明,2,睿智型,20.88,0.0022,0.0052,0.0009,0.0,-7.742408670927382,-0.0018883575578283792
缓缓,9c52436c028d9685,崩坏，我在前文明,7,温柔型,24.75,0.0102,0.0038,0.0038,0.0006,-3.872409356262324,-0.00237649969974669
自己的疑,9c52436c028d9685,崩坏，我在前文明,7,温柔型,25.36,0.0043,0.0005,0.0043,0.0005,-3.2624082774981815,-0.00577805522554094
试探性地,9c52436c028d9685,崩坏，我在前文明,0,冰山型,28.64,0.0055,0.0121,0.0067,0.0048,0.017589745442982974,0.006488865529014922
只是,9c52436c028d9685,崩坏，我在前文明,7,温柔型,23.67,0.0075,0.0063,0.0035,0.0,-4.952409416727448,-0.0001533017437996033
所当然的,9c52436c028d9685,崩坏，我在前文明,2,睿智型,20.56,0.0031,0.0062,0.0012,0.0006,-8.06240891805286,-0.000887416376588776
顿了顿才,9c52436c028d9685,崩坏，我在前文明,2,睿智型,21.09,0.0037,0.0061,0.0014,0.0014,-7.5324089915859425,-0.0008636550336976606
不由得幽,9c52436c028d9685,崩坏，我在前文明,2,睿智型,18.18,0.0086,0.0133,0.0027,0.0053,-10.442410590683526,0.006175521376297025
小声地询,9c52436c028d9685,崩坏，我在前文明,2,睿智型,20.87,0.01,0.0064,0.0043,0.0007,-7.752409656612414,-0.00036145296241386037
琪亚娜反,9c52436c028d9685,崩坏，我在前文明,7,温柔型,26.77,0.0092,0.0046,0.0011,0.0017,-1.8524094315382875,-0.001314925069924762
雷电芽衣,9c52436c028d9685,崩坏，我在前文明,2,睿智型,21.34,0.0036,0.019,0.0024,0.0006,-7.282410860328525,0.012050518382644811
听到对方,9c52436c028d9685,崩坏，我在前文明,2,睿智型,21.71,0.0073,0.0125,0.0,0.0,-6.912410276691343,0.005691013048467208
大声,9c52436c028d9685,崩坏，我在前文明,2,睿智型,21.68,0.0098,0.0182,0.0028,0.0021,-6.94241141510345,0.011557859079558603
时帕朵也,9c52436c028d9685,崩坏，我在前文明,2,睿智型,21.14,0.0056,0.0099,0.0025,0.0031,-7.482409782827638,0.0030634736221587626
相反的回,9c52436c028d9685,崩坏，我在前文明,0,冰山型,29.31,0.0014,0.0024,0.0005,0.0019,0.6875916405472999,-0.003398487489230795
灰蛇诚实,9c52436c028d9685,崩坏，我在前文明,7,温柔型,23.87,0.0005,0.0,0.0016,0.0005,-4.752407793906386,-0.006668009588173048
死不休地,9c52436c028d9685,崩坏，我在前文明,7,温柔型,26.96,0.013,0.0058,0.0,0.0,-1.6624099594769284,-1.6729591817452732e-05
希雅继续,9c52436c028d9685,崩坏，我在前文明,7,温柔型,24.63,0.0053,0.0083,0.0034,0.001,-3.992409524868677,0.00193889776034052
了摇旗呐,9c52436c028d9685,崩坏，我在前文明,2,睿智型,19.86,0.0034,0.0069,0.0007,0.0021,-8.762409075075233,-0.0002514673169175547
一会儿后,9c52436c028d9685,崩坏，我在前文明,2,睿智型,19.62,0.0067,0.0043,0.0037,0.0006,-9.00240898952189,-0.0027708481350087136
应了过来,9c52436c028d9685,崩坏，我在前文明,2,睿智型,16.88,0.0102,0.016,0.0007,0.0015,-11.742411042160942,0.0086063672331884
台的丽塔,9c52436c028d9685,崩坏，我在前文明,7,温柔型,24.47,0.0061,0.0092,0.0037,0.0012,-4.15240974044649,0.0028503329783121194
玩笑死的,9c52436c028d9685,崩坏，我在前文明,2,睿智型,20.83,0.0034,0.0097,0.0011,0.0017,-7.7924094924374145,0.0026870108440047117
了当地询,9c52436c028d9685,崩坏，我在前文明,5,高冷型,36.95,0.0079,0.0006,0.0018,0.0024,8.327591107081286,-0.0037932126868655425
奥托缓缓,9c52436c028d9685,崩坏，我在前文明,7,温柔型,26.18,0.0032,0.013,0.0058,0.0006,-2.442410015390351,0.006818332047099092
担心的询,9c52436c028d9685,崩坏，我在前文明,0,冰山型,30.31,0.0048,0.0144,0.0012,0.0024,1.6875895046011138,0.008878353748070448
心翼翼地,9c52436c028d9685,崩坏，我在前文明,7,温柔型,28.15,0.0055,0.0055,0.0068,0.008,-0.4724093516871264,-9.44771664075205e-05
由衷的感,9c52436c028d9685,崩坏，我在前文明,7,温柔型,26.53,0.0088,0.0074,0.002,0.0007,-2.0924097742821566,0.001418805019668892
斯坦继续,9c52436c028d9685,崩坏，我在前文明,7,温柔型,26.07,0.0012,0.0069,0.0012,0.0019,-2.5524089467284057,0.0006112394742542014
齐格飞他,9c52436c028d9685,崩坏，我在前文明,0,冰山型,30.04,0.0,0.0,0.0025,0.0013,1.417592138801318,-0.005722233401513256
姬子,9c52436c028d9685,崩坏，我在前文明,7,温柔型,23.76,0.0094,0.0059,0.0035,0.0006,-4.862409567094026,-0.0004591344464462705
修斯的疑,9c52436c028d9685,崩坏，我在前文明,0,冰山型,33.45,0.0,0.0,0.0029,0.0014,4.82759208130906,-0.005200252714290339
罗米修斯,9c52436c028d9685,崩坏，我在前文明,5,高冷型,39.02,0.0051,0.0017,0.0023,0.0,10.397591253335687,-0.0025328389758859796
华开口回,9c52436c028d9685,崩坏，我在前文明,2,睿智型,21.07,0.0083,0.0133,0.0017,0.0,-7.552410484780381,0.006450731966329774
继续,9c52436c028d9685,崩坏，我在前文明,7,温柔型,26.88,0.0028,0.0014,0.0042,0.0007,-1.7424082860722336,-0.004697129016354563
米丝忒琳,9c52436c028d9685,崩坏，我在前文明,7,温柔型,27.56,0.0057,0.0057,0.0019,0.0,-1.0624092091724755,-0.000249235789187275
是惋惜地,9c52436c028d9685,崩坏，我在前文明,0,冰山型,29.16,0.003,0.0007,0.0007,0.0007,0.5375917573514322,-0.005093141848962589
文平静地,9c52436c028d9685,崩坏，我在前文明,7,温柔型,25.92,0.0012,0.005,0.0019,0.0012,-2.702408648731879,-0.0013180772723304854
自嘲般地,9c52436c028d9685,崩坏，我在前文明,7,温柔型,28.07,0.0069,0.0013,0.0038,0.0019,-0.5524087367938613,-0.004452430447949071
莫修惊,9c52436c028d9685,崩坏，我在前文明,7,温柔型,24.44,0.0068,0.0062,0.0,0.0017,-4.182409384491024,-0.00016433593819970352
莫修突然,9c52436c028d9685,崩坏，我在前文明,7,温柔型,23.88,0.0053,0.0013,0.0027,0.0,-4.742408462165269,-0.005202357944857182
温蒂突然,9c52436c028d9685,崩坏，我在前文明,7,温柔型,22.59,0.0092,0.0042,0.0021,0.0007,-6.032409281187931,-0.0023569025437073787
芽衣继续,9c52436c028d9685,崩坏，我在前文明,0,冰山型,30.71,0.0045,0.0,0.0045,0.0028,2.087591635424417,-0.005402284476344821
小玄惊,9c52436c028d9685,崩坏，我在前文明,2,睿智型,21.74,0.0083,0.0014,0.0021,0.0,-6.882408748300545,-0.005330929185360982
姬子询,9c52436c028d9685,崩坏，我在前文明,0,冰山型,30.29,0.0017,0.0028,0.0039,0.0,1.6675915812015702,-0.0028441016653892037
魔抱起手,9c52436c028d9685,崩坏，我在前文明,7,温柔型,27.15,0.0054,0.0006,0.0036,0.0006,-1.472408436118016,-0.0053777302170503125
话锋一转,9c52436c028d9685,崩坏，我在前文明,7,温柔型,26.96,0.0055,0.0037,0.0068,0.0,-1.662408882708661,-0.0022783945100922093
华低着头,9c52436c028d9685,崩坏，我在前文明,7,温柔型,27.38,0.0066,0.002,0.0013,0.0,-1.2424087551140417,-0.0039500859816713136
开口,9c52436c028d9685,崩坏，我在前文明,0,冰山型,30.8,0.0052,0.0114,0.0062,0.0021,2.1775899060057817,0.006028549998082656
到的声音,9c52436c028d9685,崩坏，我在前文明,7,温柔型,23.43,0.0078,0.0042,0.0012,0.0006,-5.1924091502620335,-0.002292693572496479
比乌斯赞,9c52436c028d9685,崩坏，我在前文明,7,温柔型,23.29,0.0043,0.0072,0.0043,0.0,-5.3324092159721985,0.0005902973186626345
律者笑着,9c52436c028d9685,崩坏，我在前文明,7,温柔型,27.9,0.0089,0.0033,0.0006,0.0028,-0.7224092542044573,-0.0024318786305006067
摇了摇头,9c52436c028d9685,崩坏，我在前文明,7,温柔型,27.88,0.0033,0.0,0.0013,0.0007,-0.7424081493419692,-0.005967067988431323
在华耳边,9c52436c028d9685,崩坏，我在前文明,7,温柔型,27.0,0.0067,0.0039,0.0034,0.0011,-1.6224090624305347,-0.0020491710317473346
德丽莎赞,9c52436c028d9685,崩坏，我在前文明,7,温柔型,26.58,0.0049,0.0038,0.0038,0.0,-2.042408831684888,-0.002296674323937639
玩笑似得,9c52436c028d9685,崩坏，我在前文明,7,温柔型,22.22,0.0065,0.0084,0.0013,0.0039,-6.4024096911053405,0.001762882856441033
鼓起勇气,9c52436c028d9685,崩坏，我在前文明,7,温柔型,23.02,0.0097,0.0097,0.0021,0.0,-5.60241013043807,0.0032013664364600285
缓缓开口,9c52436c028d9685,崩坏，我在前文明,0,冰山型,30.13,0.0029,0.0017,0.0029,0.0006,1.5075916084949341,-0.0039242475195347785
摊了摊手,9c52436c028d9685,崩坏，我在前文明,7,温柔型,26.1,0.0081,0.0012,0.0064,0.0017,-2.522408806405206,-0.00477849267832442
伊甸笑着,9c52436c028d9685,崩坏，我在前文明,7,温柔型,26.61,0.0046,0.0046,0.0081,0.0029,-2.012408983878604,-0.001370378780228311
莉在一旁,9c52436c028d9685,崩坏，我在前文明,7,温柔型,24.25,0.0163,0.0,0.0163,0.0,-4.372409391443785,-0.00588714347228074
希雅笑着,9c52436c028d9685,崩坏，我在前文明,0,冰山型,29.86,0.0061,0.0028,0.0044,0.0011,1.237591114336297,-0.002723915877248571
也不回地,9c52436c028d9685,崩坏，我在前文明,7,温柔型,26.46,0.0031,0.0043,0.0018,0.0006,-2.162408734611745,-0.0018880791808268526
律者继续,9c52436c028d9685,崩坏，我在前文明,7,温柔型,28.47,0.0051,0.0057,0.0073,0.0011,-0.15240918530548342,-3.130246997758157e-05
